titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
console xbox 360 para retirada de peças,R$ 100,R$ 100,microsoftt,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTE0NDI3NS9iYTczNzMwZjk0YWUyMDFjMjRlNTUxMmZkYWM4YTMxYy5qcGc,https://www.enjoei.com.br/p/console-xbox-360-para-retirada-de-pecas-145387176?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=5,7,6%,20260709,
fone sem fio,R$ 43,R$ 43,one box,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMTA2MzkwOS9mMjI0ZmFiMGU2MjkxMDU2YTk2YWRiMmZmM2U5ZWJhMS5qcGc,https://www.enjoei.com.br/p/fone-sem-fio-140336440?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=16,0,28%,20260709,
ssd sata 256gb,R$ 210,,netac,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTAyOTM5OS9hMGMzYmVlYTAxNGE5MTg1Mzg4NTUyNzk3MTA4ZTEyMS5qcGc,https://www.enjoei.com.br/p/ssd-sata-256gb-146179989?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=17,0,,20260709,
câmera fujifilm instax mini 12 rosa,R$ 700,,fujifilm,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTk2MjA3NC9iYjhlNDIwMzA2MDg4NzAzNWQ4M2Y4N2Y4NTRlOWY4Yy5qcGc,https://www.enjoei.com.br/p/camera-fujifilm-instax-mini-12-rosa-146186304?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=18,3,,20260709,
rádio retekess tr606 am/fm e cassete,R$ 200,,retekess,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNzc4NjcxOC8yMjU4ZDJmYjg4NGJhNzAwNGQ4MDRkNDZkZmRlMDkxYy5qcGc,https://www.enjoei.com.br/p/radio-retekess-tr606-am-fm-e-cassete-146040270?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=19,1,,20260709,
cabo iphone original tipo c e lightning serve até o iphone 14,R$ 120,R$ 120,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NTY2NDY4LzY3NTM4M2Y1YWQyYTMyNGYzOTQwOTIzNmQxZGMwZjQwLmpwZw,https://www.enjoei.com.br/p/cabo-iphone-original-tipo-c-e-lightning-serve-ate-o-iphone-14-145809007?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=20,1,3%,20260709,
capinha the north face iphone 15 pro max,R$ 30,R$ 30,the north face,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MTc4OTc3LzEwYzliZmMyZWU5YzBiMWYyODk1NWVmMWViNGY1MGE1LmpwZw,https://www.enjoei.com.br/p/capinha-the-north-face-iphone-15-pro-max-145399439?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=21,2,7%,20260709,
câmera bullet intelbras multi hd vhd 3120 b g4 série 3000,R$ 250,R$ 250,intelbrás,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTIzNzA2MC8xMTQzZGE2YTcxYmE4MmE5MDFmYzBmOTQ4MDVlMDc1Mi5qcGc,https://www.enjoei.com.br/p/camera-bullet-intelbras-multi-hd-vhd-3120-b-g4-serie-3000-145201080?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=22,0,barateou,20260709,
carregador portátil lg sta-p51bse,R$ 38,,lg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MDI1MDQyLzAwMWM4MjQ3ZTE1ZGJkZDAxOTYyODFlMmIyMzJlNDUyLmpwZw,https://www.enjoei.com.br/p/carregador-portatil-lg-sta-p51bse-145812379?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=23,0,,20260709,
telefone com fio intelbras tc 20 branco,R$ 84,,intelbrás,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjE3MjAxMC81MjE4ZWE2MjcyNzZkMjgwOTk5OGU1YTNmYThhMTkxYy5qcGc,https://www.enjoei.com.br/p/telefone-com-fio-intelbras-tc-20-branco-145753992?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=24,0,,20260709,
máquina pega ursinho mk toys rosa,R$ 199,R$ 199,mk toys,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTg4MTg4NS9jYzk5YWZjYWJlNWNmNzE1ZjBiMTM4MDY0MjAwN2ZiNC5qcGc,https://www.enjoei.com.br/p/maquina-pega-ursinho-mk-toys-rosa-145667482?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=25,2,6%,20260709,
rastreador ugreen smart finder apple,R$ 90,R$ 90,ugreen,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzQyNjQ3My9iYjlkMDczMDJmOThkMGJlNmMwODNjYmFlZGQ5MTJhMS5qcGc,https://www.enjoei.com.br/p/rastreador-ugreen-smart-finder-apple-145634213?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=26,2,44%,20260709,
carregador portátil belkin 10.000mah preto - nunca usado,R$ 320,R$ 320,belkin,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xODM3NTY0My8yNjUxNzBlOGRlODEwOWQzNTA0ODYwZGExNjE0MmZiMS5qcGc,https://www.enjoei.com.br/p/carregador-portatil-belkin-10-000mah-preto-nunca-usado-144098717?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=27,0,15%,20260709,
webcam clone 10028 - 5.0mp - microfone embutido - 6 leds,R$ 74,,clone,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDY3MTA5MC85NDkwM2I2OTRmM2UwMDk0YTVlYzMwZjAxMTRlN2EzMi5qcGc,https://www.enjoei.com.br/p/webcam-clone-10028-5-0mp-microfone-embutido-6-leds-146267803?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=28,0,,20260709,
suporte de celular,R$ 29,R$ 29,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMDE1NDUwNC9mYTk5Zjc2ZDJhY2YxNDk2ZDM4Njc3NzY4MDYzZDBkYS5qcGc,https://www.enjoei.com.br/p/suporte-de-celular-145549210?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=29,1,7%,20260709,
relógio inteligente preto,R$ 120,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MzgxMzIxLzhlYWM1ZjZlNDc0YmQ5MDQzOWZkZDEwYTliZWRjODljLmpwZw,https://www.enjoei.com.br/p/relogio-inteligente-preto-142155922?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=30,2,,20260709,
notebook dell i5-3337u | hd 1tb | 4gb ram,R$ 1.300,,dell,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjg0NzgwNS9iMTM0NzA1YmI1MWExM2UxYzllMTc5NTY0OWNhZWVjZC5qcGc,https://www.enjoei.com.br/p/notebook-dell-i5-3337u-hd-1tb-4gb-ram-145509841?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,2,,20260709,
nintendo wii com controle e jogos originais,R$ 750,R$ 750,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84NDc1Njk5L2Q0MTg5MTViZjkxMTJkNWFjZDIxOGQwOTk0OTU2ZDhjLmpwZw,https://www.enjoei.com.br/p/nintendo-wii-com-controle-e-jogos-originais-145833264?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,6,27%,20260709,
massageador para celulite bivolt,R$ 130,R$ 130,philips,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMTA2MzkwOS8xOTA4YzM5NDNkODJmMWExY2QzMjIzNDBhZjMyNmUyMS5qcGc,https://www.enjoei.com.br/p/massageador-para-celulite-bivolt-144881710?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,0,6%,20260709,
"macbook air 15"" m3 (2024) - 512gb ssd / 8gb ram - impecável (única dona)",R$ 10.200,R$ 10.200,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNjgxOTYvMDMwMzFjMjVlNDIwYzNkNjkyNjEwMTU0ZDcwOWI2YTIuanBn,https://www.enjoei.com.br/p/macbook-air-15-m3-2024-512gb-ssd-8gb-ram-impecavel-unica-dona-144693121?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,0,4%,20260709,
iphone 13,R$ 2.000,R$ 2.000,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjUxNjYxMC9jYzk0YWU1NDAyMjg4ZDczOWFjZTk1YTc0MWNkMTM3Mi5qcGc,https://www.enjoei.com.br/p/iphone-13-142250998?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,1,23%,20260709,
amazon fire tv stick lite 1ª geração,R$ 170,,amazon.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjA0NTMzMi9lMzJjZGQ1NjFiNjI4N2YyNmRjNTMzNWRhYjIwYTg5NC5qcGc,https://www.enjoei.com.br/p/amazon-fire-tv-stick-lite-1-geracao-146298693?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=6,0,,20260709,
câmera digital panasonic lumix preta,R$ 350,,panasonic,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMDA5NTk5Mi8xNDQ5NTcwNTlkMjU5Y2Q2YTU0NmEyY2E5N2Y3ODAxZC5qcGc,https://www.enjoei.com.br/p/camera-digital-panasonic-lumix-preta-146226574?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=7,0,,20260709,
celular samsung galaxy s21 fe 128gb,R$ 1.300,R$ 1.300,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjE4NDY2MS9lYWUzOTRmNzYzMzMyODkzODdkOWY0MDRmN2NhYjEwMC5qcGc,https://www.enjoei.com.br/p/celular-samsung-galaxy-s21-fe-128gb-142813993?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=8,0,42%,20260709,
câmera sony cyber-shot hx20v 18.2 megapixels,R$ 2.000,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzdmZjZlZTA3NzIyNWU0NzZlMTNkNjBjMDI0OTZhNGVhLmpwZw,https://www.enjoei.com.br/p/camera-sony-cyber-shot-hx20v-18-2-megapixels-146263621?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=9,3,,20260709,
game boy classico dmg fat amarelo,R$ 750,,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzJlMTVlMTgwZjFhZmVkNDU1MWEyNzRmZWVjNTc5ZTYwLmpwZw,https://www.enjoei.com.br/p/game-boy-classico-dmg-fat-amarelo-146210390?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=10,2,,20260709,
câmera canon ixy 20 is,R$ 850,,canon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzllZWRmZTY4ODI3YzQ1YmUzOTU1MjhkMmE0MjRjY2M5LmpwZw,https://www.enjoei.com.br/p/camera-canon-ixy-20-is-146210263?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=11,4,,20260709,
câmera samsung sh100 vermelha,R$ 850,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzNiOGFhNjcxNWE4MWFiYzAzYzQ4MDM0NDM4NDFjNzZmLmpwZw,https://www.enjoei.com.br/p/camera-samsung-sh100-vermelha-146210191?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=12,1,,20260709,
apple magic mouse 2 cinza espacial,R$ 700,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2Lzg2MDk3ZDRlOWUxMTUyMDEwOGE4MDM0MzNlNjliYzBmLmpwZw,https://www.enjoei.com.br/p/apple-magic-mouse-2-cinza-espacial-146192357?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=13,1,,20260709,
canon powershot g7x mark ii 20.1 megapixels,R$ 7.400,R$ 7.400,canon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzhiMzA1OGUzNzkwOGEzZTE2MGFmM2M1NDUyMDAzNjI2LmpwZw,https://www.enjoei.com.br/p/canon-powershot-g7x-mark-ii-20-1-megapixels-146149492?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=14,6,barateou,20260709,
jogo pokemon yellow gameboy,R$ 490,,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzIxZTg3MDk0YmEzMTA2YmYzZTRmMTA0YmQzNjI4Y2QxLmpwZw,https://www.enjoei.com.br/p/jogo-pokemon-yellow-gameboy-145958531?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=15,3,,20260709,
item mágico skylanders dragonfire cannon,R$ 70,,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzNDYvMTg3MDk1ZDFhOWQ4MGYzZmZjZGQ4YzY0NTk0MmFiODQuanBn,https://www.enjoei.com.br/p/item-magico-skylanders-dragonfire-cannon-145754882?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,0,,20260709,
boneco skylanders blast zone fogo,R$ 100,R$ 100,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzNDYvZGU2NDE1NTMyMTA5MDFlNTk0N2VhM2RhZGQ2ZWY5NGMuanBn,https://www.enjoei.com.br/p/boneco-skylanders-blast-zone-fogo-145711271?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,0,3%,20260709,
boneco skylanders boomer,R$ 90,,skylanders,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzNDYvZGRjODBiODVmOWNiMGM3MmQyY2FiOWQ4OGUwMGU3YTIuanBn,https://www.enjoei.com.br/p/boneco-skylanders-boomer-145710009?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,1,,20260709,
jogo donkey kong country returns nintendo wii,R$ 700,R$ 700,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzNDYvZDQyNzViYzI0MTRiZDc2OGNjNGUxMWQ5MDFjZDEyOGQuanBn,https://www.enjoei.com.br/p/jogo-donkey-kong-country-returns-nintendo-wii-145698919?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,1,43%,20260709,
skylanders empire of ice spyros adventure,R$ 60,,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzNDYvOTE5OGJiODg5MDIxZTViNzJjNzAwMTM0ZDcxOWY3NTAuanBn,https://www.enjoei.com.br/p/skylanders-empire-of-ice-spyros-adventure-145747757?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,3,,20260709,
ipod shuffle 2gb rosa,R$ 490,,apple,2 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzcwZDUzMzQwMTdhYzE0YzAxOGRlOWM2MTNhYmRjMzg1LmpwZw,https://www.enjoei.com.br/p/ipod-shuffle-2gb-rosa-145836767?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=16,3,,20260709,
videogame xbox 360 com kinect e 2 controles usado com danos,R$ 900,,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85NzU5MjU3L2Y5Y2EwNWJkZGQ3YTFiYjc4M2ZiM2MwMDU4NmE5MDdhLmpwZw,https://www.enjoei.com.br/p/videogame-xbox-360-com-kinect-e-2-controles-usado-com-danos-146179975?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=17,1,,20260709,
capinha gocase original a15,R$ 30,,gocase,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTc4MDIzMi8yN2JmMGQ2NjcyZjlhNTEyY2U1OWFhZTM5M2I0ZDE1Ny5qcGc,https://www.enjoei.com.br/p/capinha-gocase-original-a15-146267539?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=18,0,,20260709,
pendrive usb metal chaveiro,R$ 49,R$ 49,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMzE3NzcvMzMyNzkzZDczODA2NWE0ZDI4ODM2NDgxNGJhMjA5ZDYuanBn,https://www.enjoei.com.br/p/pendrive-usb-metal-chaveiro-144995665?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=19,1,6%,20260709,
chassis de rádio motoradio,R$ 180,R$ 180,motoradio,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjQyOTUvODQ1NDA1N2JkMDlkYzA3YmY2MzlmYjU0OWQ2ZGQyNmMuanBn,https://www.enjoei.com.br/p/chassis-de-radio-motoradio-144856297?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=20,1,7%,20260709,
placa de rede fenvi fv-ac1200,R$ 140,R$ 140,fenvi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjUwMzc4My80OGE1MzE5MGVlNWUzN2NkZGYzMWJlOWJiOWI1NWI5Ny5qcGc,https://www.enjoei.com.br/p/placa-de-rede-fenvi-fv-ac1200-142089909?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=21,1,21%,20260709,
fone de ouvido chanuo sem fio bluetooth,R$ 60,R$ 60,chanuo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjUwMzc4My9jOTljOThlYjZjOWFjNWZiYTViZTE2NDAzOGE4MzAyNi5qcGc,https://www.enjoei.com.br/p/fone-de-ouvido-chanuo-sem-fio-bluetooth-138523887?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=22,7,30%,20260709,
switch industrial ethernet diewu txi036 8 portas,R$ 485,R$ 485,diewu,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjUwMzc4My85YWYxMGYyYTE5ZDU5NTY2MDQ4ZTEzZDZiZTIyNjQ5Yi5qcGc,https://www.enjoei.com.br/p/switch-industrial-ethernet-diewu-txi036-8-portas-142050119?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=23,2,29%,20260709,
câmera digital fujifilm x100s,R$ 4.850,R$ 4.850,fujifilm,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjM1MjEwMC9kNzJiM2ZlOTc3ZmVkYWRjNDcyNTYzNjM0Mzk1ZTVkZC5qcGc,https://www.enjoei.com.br/p/camera-digital-fujifilm-x100s-146217160?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=24,4,barateou,20260709,
controle xbox one s branco,R$ 350,,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNzI0MDQwNi8wMDJjZDE1OTczMmM4NzhhM2JhMmFkZTI5NTZhYjI4MS5qcGc,https://www.enjoei.com.br/p/controle-xbox-one-s-branco-146159104?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=25,0,,20260709,
iphone 13 128gb,R$ 1.975,R$ 1.975,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzUzODYzL2Y0OWVkNDdkYjg4MmUyZGI4OGJmMTUwOTE4MGY5YTNmLmpwZw,https://www.enjoei.com.br/p/iphone-13-128gb-143767247?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=26,5,barateou,20260709,
console xbox one s branco,R$ 1.000,,microsoft,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjUyNTE3OS9iOTQxNGFkZjBjMzk3OWU4ZjM1MTQxYjdhMjFlYjllYy5qcGc,https://www.enjoei.com.br/p/console-xbox-one-s-branco-142343831?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=27,5,,20260709,
capa capinha de celular,R$ 25,R$ 25,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMDE1NDUwNC82MWIxNTFmZTZlMDg1Yzc5MDRkNjZjYWI4YWRhMWRiNy5qcGc,https://www.enjoei.com.br/p/capa-capinha-de-celular-145547419?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=28,0,8%,20260709,
tp-link repetidor wireless 300mbps tl-wa850re branco,R$ 125,R$ 125,tp-link,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjY3OTI0MS9jYzQ3NzRlM2QwMWJjNDYyNzU2MDA0ZWZkMTUwMmM5OC5qcGc,https://www.enjoei.com.br/p/tp-link-repetidor-wireless-300mbps-tl-wa850re-branco-146171167?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=29,0,52%,20260709,
fone de ouvido philips 1000 series preto,R$ 90,,philips,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MjQ0NzUvOGJkODVmNjMwNTE1OGM1NmExMmU2MGUwZTZkODhlZGMuanBn,https://www.enjoei.com.br/p/fone-de-ouvido-philips-1000-series-preto-142777182?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=30,8,,20260709,
adaptador caddy 9.5mm,R$ 30,,desapego informática  adaptador caddy 9.5mm,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNTIzMzQ1NS8xOTc4NWQxYTE4MzIxNmFhNTlkZWI5NmQzNWU3YThhZi5qcGc,https://www.enjoei.com.br/p/adaptador-caddy-9-5mm-146215416?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=1,0,,20260709,
caneta pencil wb para ipad preta,R$ 95,,w.b,1 tb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjg2MTc4OC85YzBjYzE1ZDJjZjNkMTkxMDQwOTM5OGE4YTE0OGZlYy5qcGc,https://www.enjoei.com.br/p/caneta-pencil-wb-para-ipad-preta-145861990?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=2,5,,20260709,
pulseira disney magic band 2.0 cinza,R$ 250,R$ 250,disney,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQzODEyMi9kMTI1NTgwZjUzMjNjN2E4NjhkOTNlNGRjM2M3MTg0Yy5qcGc,https://www.enjoei.com.br/p/pulseira-disney-magic-band-2-0-cinza-145210433?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=3,2,barateou,20260709,
laptop infantil frozen e bolsinha,R$ 45,R$ 45,disney,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjQ0NzY0Ny9kNzU4Y2E5MTUyMGIxMjhiYTcxNTc0MmQ0ZWIwMDQ0MS5qcGc,https://www.enjoei.com.br/p/laptop-infantil-frozen-e-bolsinha-145394040?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=4,0,2%,20260709,
